ano_campeonato,rodada,estadio,publico,publico_max,publico_medio_mandante,colocacao_mandante,colocacao_visitante,time_mandante,time_visitante,gols_mandante,gols_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,resultado_mandante,resultado_ultimo_jogo_mandante,saldo_gols_ultimo_jogo_mandante,sequencia_vitoria_mandante,sequencia_derrota_mandante,resultado_ultimo_jogo_visitante,saldo_gols_ultimo_jogo_visitante,sequencia_vitoria_visitante,sequencia_derrota_visitante
2019,17,NRG Stadium,32483,55000,26630.11111111111,8,19,Holanda,Japão,1,0,13950000,7450000,1,1,1,6,0,0,0,2,0
2019,17,Levi's Stadium,32643,60326,30534.25,15,11,Holanda,Cabo Verde,2,0,9450000,9500000,1,-0,0,1,0,1,1,2,0
2019,17,Gillette Stadium,9053,22600,6973.444444444444,17,2,Marrocos,Argentina,0,1,12050000,31500000,-1,-0,0,2,0,0,0,1,0
2019,17,AT&T Stadium,10075,42372,14648.875,10,13,Costa do Marfim,Paraguai,1,0,18050000,8050000,1,-1,-1,0,1,-1,-3,0,2
2019,18,BC Place,9311,20000,13220.4,19,17,Coreia do Sul,Estados Unidos,2,0,7400000,12100000,1,-1,-1,0,1,-1,-1,0,1
2019,18,Estádio Akron,47575,60000,11721.777777777777,20,1,França,Iraque,0,3,5150000,64800000,-1,1,1,2,0,1,3,4,0
2019,18,BMO Field,14208,57483,21993,16,11,Noruega,Egito,1,4,20100000,78650000,-1,1,1,4,0,-0,0,3,0
2019,18,Levi's Stadium,35474,60326,31083.11111111111,12,18,Curaçao,Nova Zelândia,0,1,9450000,35950000,-1,1,2,2,0,-1,-1,0,4
2019,19,NRG Stadium,38977,55000,27864.8,7,13,Marrocos,Tunísia,1,1,13950000,9850000,0,1,2,8,0,-1,-1,0,1
2019,19,Levi's Stadium,20906,60326,27627.4,12,10,Noruega,Uruguai,0,0,9250000,18050000,0,-0,0,1,0,1,1,1,0
2019,19,Mercedes-Benz Stadium,35578,43600,32816.22222222222,3,16,República Tcheca,Japão,1,0,58000000,16250000,1,1,1,1,0,-1,-3,0,1
2019,19,Estádio Akron,15733,50000,21548.6,17,4,Argélia,Paraguai,1,0,36550000,43150000,1,1,1,1,0,0,0,9,0
2019,19,Gillette Stadium,8808,22600,7156.9,19,15,Costa do Marfim,Argentina,1,2,10700000,12750000,-1,-1,-2,0,2,-1,-2,0,2
2019,19,AT&T Stadium,13784,42372,14552.777777777777,9,20,Senegal,Uruguai,0,1,14100000,4150000,-1,-0,0,2,0,-1,-3,0,1
2019,19,BMO Field,18966,23018,17206.4,8,6,Portugal,Turquia,1,3,16300000,18200000,-1,-1,-1,0,4,1,1,2,0
2019,20,BC Place,10566,20000,12979.09090909091,18,13,Portugal,Austrália,1,0,7400000,7350000,1,-0,0,2,0,0,0,2,0
2019,20,Levi's Stadium,35514,60326,31526.2,14,2,México,Nova Zelândia,0,1,8750000,48000000,-1,-0,0,1,0,1,1,2,0
2019,21,NRG Stadium,19769,55000,27128.81818181818,8,11,Costa do Marfim,Tunísia,2,0,13200000,16800000,1,-1,-1,0,1,-1,-1,0,1
2019,21,Levi's Stadium,18595,60326,26806.272727272728,14,18,Inglaterra,Colômbia,0,0,10000000,19250000,0,-1,-1,0,1,-1,-1,0,3
2019,21,Estádio Azteca,21537,37730,31688.3,2,16,Portugal,Nova Zelândia,6,2,57500000,7100000,1,1,1,3,0,1,1,3,0
2019,21,Gillette Stadium,5036,22600,6964.090909090909,20,5,Suécia,Argélia,0,1,11250000,46400000,-1,-1,-1,0,4,1,1,1,0
2019,21,AT&T Stadium,12970,42372,14394.5,9,15,Bélgica,Inglaterra,4,1,18150000,9950000,1,-0,0,1,0,-1,-1,0,1
2019,21,BMO Field,10485,23018,16595.363636363636,10,13,Cabo Verde,Egito,1,2,25650000,21150000,-1,-1,-1,0,6,0,0,2,0
2019,22,Levi's Stadium,0,60326,28660.18181818182,15,11,Arábia Saudita,Nova Zelândia,1,0,10050000,18050000,1,-1,-3,0,2,-1,-2,0,2
2019,22,AT&T Stadium,13669,42372,14328.545454545454,9,20,França,Costa do Marfim,1,1,18900000,10550000,0,1,3,2,0,-1,-1,0,5
2019,22,BMO Field,6131,23018,15723.333333333334,10,14,Costa do Marfim,Marrocos,2,1,26650000,9250000,1,-1,-1,0,7,0,0,1,0
2019,23,BC Place,8346,20000,12593,18,19,África do Sul,Estados Unidos,3,1,6600000,4750000,1,-1,-2,0,2,-1,-2,0,2
2019,23,Mercedes-Benz Stadium,32659,43600,31776.545454545456,2,10,Suíça,Canadá,1,1,58000000,20400000,0,-0,0,5,0,1,1,1,0
2019,23,Estádio Azteca,34962,37000,34296.583333333336,7,14,Costa do Marfim,Canadá,2,1,42000000,9550000,1,-0,0,1,0,1,1,1,0
2019,23,Gillette Stadium,12152,22600,7396.416666666667,20,1,Alemanha,Holanda,0,1,10750000,62300000,-1,-0,0,1,0,0,0,9,0
2019,23,NRG Stadium,38571,55000,28082.333333333332,6,9,Espanha,Paraguai,1,2,13200000,20400000,-1,1,2,2,0,0,0,3,0
2019,23,Levi's Stadium,18054,60326,26076.916666666668,15,11,Holanda,Uruguai,0,1,9350000,9700000,-1,-1,-1,0,1,1,1,3,0
2019,24,BC Place,9927,20000,12387.923076923076,17,6,Suécia,Japão,1,0,7850000,26150000,1,1,2,1,0,-0,0,2,0
2019,24,NRG Stadium,32021,55000,28385.30769230769,7,5,Iraque,Haiti,0,0,12550000,37500000,0,-1,-1,0,1,1,1,2,0
2019,24,Levi's Stadium,25425,60326,28390.583333333332,14,20,Croácia,Japão,2,0,9800000,12250000,1,-1,-1,0,1,-1,-1,0,1
2019,25,Estádio Azteca,19028,37000,30714.166666666668,3,12,México,Paraguai,1,0,53750000,13350000,1,-1,-2,0,1,1,2,1,0
2019,25,Gillette Stadium,4399,22600,7165.846153846154,20,18,Noruega,Irã,1,1,8850000,19500000,0,-1,-2,0,2,0,0,2,0
2019,25,AT&T Stadium,25473,42372,15257.25,9,1,Croácia,Equador,0,2,13850000,52350000,-1,-0,0,5,0,1,2,11,0
2019,25,BMO Field,12974,23018,15511.846153846154,11,7,Marrocos,Irã,1,4,21800000,31300000,-1,-1,-2,0,1,1,1,2,0
2019,25,Levi's Stadium,16892,60326,25370.384615384617,17,19,Senegal,Japão,1,0,9250000,3700000,1,-1,-1,0,3,0,0,1,0
2019,26,BC Place,13075,20000,12437,17,11,Curaçao,Panamá,2,2,8700000,18500000,0,-1,-1,0,1,-1,-3,0,2
2019,26,Levi's Stadium,50101,60326,30060.615384615383,15,1,Jordânia,Equador,1,2,8850000,73650000,-1,-1,-1,0,1,1,2,12,0
2019,26,Mercedes-Benz Stadium,22738,43600,30100.615384615383,2,20,Tunísia,Uzbequistão,1,0,54000000,11950000,1,1,1,1,0,0,0,1,0
2019,27,Levi's Stadium,26801,60326,29827.785714285714,15,7,Noruega,Nova Zelândia,2,1,9200000,13150000,1,-1,-1,0,2,-1,-1,0,1
2019,27,BMO Field,21771,23018,15958.92857142857,12,3,Alemanha,Paraguai,2,0,20900000,28850000,1,-0,0,1,0,1,1,6,0
2019,27,Gillette Stadium,4042,22600,6942.714285714285,20,10,Irã,Argentina,2,2,11150000,7650000,0,-1,-1,0,1,0,0,2,0
2019,27,AT&T Stadium,18732,42372,15524.538461538461,9,2,Japão,Haiti,1,1,19550000,53500000,0,1,1,1,0,1,1,2,0
2019,28,NRG Stadium,27542,55000,28358.733333333334,8,6,RD Congo,Uruguai,2,3,12900000,22950000,-1,-1,-1,0,1,-1,-1,0,1
2019,28,Levi's Stadium,35178,60326,26070.928571428572,15,11,Gana,Senegal,1,1,8950000,19900000,0,1,1,1,0,1,1,4,0
2019,28,AT&T Stadium,11819,42372,15259.857142857143,9,10,Senegal,Iraque,4,1,19350000,9400000,1,0,0,2,0,-0,0,3,0
2019,29,BC Place,15428,20000,12636.4,18,6,Noruega,Brasil,2,1,8150000,48650000,1,-1,-1,0,2,0,0,1,0
2019,29,Levi's Stadium,19660,60326,25643.533333333333,15,16,França,Coreia do Sul,2,0,9150000,23550000,1,0,0,2,0,0,0,1,0
2019,29,Mercedes-Benz Stadium,29481,43600,30056.35714285714,2,4,República Tcheca,África do Sul,3,0,59500000,45500000,1,1,1,4,0,1,2,2,0
2019,29,BMO Field,19058,23018,16165.533333333333,12,19,Suécia,Marrocos,0,2,19650000,10250000,-1,-1,-2,0,1,-0,0,2,0
2019,30,Levi's Stadium,31503,60326,29939.466666666667,12,13,Argélia,Curaçao,2,2,9050000,18150000,0,1,2,3,0,-1,-2,0,2
2019,30,Mercedes-Benz Stadium,29019,43600,29987.2,2,15,Alemanha,Bósnia e Herzegovina,1,0,59000000,7650000,1,1,3,5,0,1,2,3,0
2019,30,Gillette Stadium,9533,22600,7115.4,19,4,Bélgica,Canadá,0,3,10550000,41000000,-1,1,2,3,0,-1,-3,0,1
2019,30,AT&T Stadium,12933,42372,15104.733333333334,8,18,Escócia,Argélia,1,0,19700000,8150000,1,-0,0,4,0,1,1,1,0
2019,31,NRG Stadium,16836,55000,27638.5625,10,19,Arábia Saudita,Argentina,1,1,12950000,10200000,0,-0,0,1,0,-1,-3,0,1
2019,31,Levi's Stadium,20513,60326,25322.875,15,7,Irã,Brasil,2,0,9150000,24400000,1,-1,-1,0,1,-1,-2,0,1
2019,31,AT&T Stadium,13047,42372,14976.125,6,16,Croácia,Escócia,0,0,20400000,17600000,0,1,1,5,0,0,0,8,0
2019,32,BC Place,14690,20000,12764.75,18,12,RD Congo,México,0,3,8900000,11600000,-1,-1,-1,0,2,-1,-1,0,1
2019,32,Levi's Stadium,46093,60326,30949.0625,14,13,RD Congo,Senegal,1,0,8750000,9150000,1,-1,-1,0,1,1,2,1,0
2019,32,Estádio Azteca,36290,37730,30381.125,2,6,Croácia,Costa do Marfim,1,1,59750000,41150000,0,1,1,7,0,1,1,1,0
2019,32,Gillette Stadium,13335,22600,7504.125,19,4,Argélia,Brasil,0,1,12150000,76800000,-1,-0,0,1,0,1,1,4,0
2019,33,Gillette Stadium,3431,22600,7264.529411764706,19,15,Noruega,Canadá,1,0,10950000,8950000,1,-1,-1,0,1,-1,-1,0,1
2019,33,AT&T Stadium,18091,42372,15159.35294117647,6,14,Alemanha,Curaçao,1,0,12650000,13400000,1,1,1,7,0,1,2,1,0
2019,33,NRG Stadium,23194,55000,27377.117647058825,9,2,Escócia,Espanha,1,1,14050000,58250000,0,-1,-2,0,1,0,0,8,0
2019,33,Levi's Stadium,34231,60326,31142.117647058825,13,18,Noruega,Japão,3,0,9100000,7450000,1,1,1,1,0,-1,-3,0,3
2019,34,BC Place,8916,20000,12538.35294117647,18,17,Holanda,Senegal,0,1,7850000,23800000,-1,-1,-3,0,4,0,0,1,0
2019,34,Mercedes-Benz Stadium,22767,43600,29933.235294117647,2,4,República Tcheca,Jordânia,1,2,60750000,82500000,-1,-0,0,9,0,-1,-1,0,1
2019,34,Levi's Stadium,29001,60326,25539.235294117647,15,6,Bélgica,RD Congo,1,1,8400000,40000000,0,-1,-1,0,2,-0,0,1,0
2019,35,NRG Stadium,13126,55000,26585.38888888889,10,13,Croácia,Portugal,1,1,12000000,20700000,0,-1,-1,0,1,-1,-1,0,1
2019,35,Levi's Stadium,33925,60326,31296.722222222223,12,2,Bósnia e Herzegovina,Cabo Verde,2,1,8550000,33200000,1,-0,0,3,0,1,3,7,0
2019,35,Gillette Stadium,3582,22600,7059.944444444444,19,14,Jordânia,Estados Unidos,0,1,7750000,10500000,-1,1,1,2,0,1,1,1,0
2019,35,AT&T Stadium,21709,42372,15523.222222222223,5,4,Costa do Marfim,Senegal,2,0,17600000,81150000,1,1,1,9,0,1,1,1,0
2019,36,BC Place,7371,20000,12251.277777777777,18,11,Holanda,Catar,1,2,7350000,11700000,-1,1,1,1,0,0,0,1,0
2019,36,Levi's Stadium,24262,60326,25468.277777777777,16,5,Bélgica,Gana,1,1,7600000,13350000,0,-1,-3,0,1,1,2,10,0
2019,36,Mercedes-Benz Stadium,22219,43600,29504.666666666668,3,1,Cabo Verde,Arábia Saudita,1,3,51750000,89400000,-1,-1,-1,0,2,1,3,22,0
2019,36,BMO Field,18062,23018,18550.777777777777,14,7,República Tcheca,Paraguai,2,1,18500000,43200000,1,-0,0,1,0,1,3,1,0
2019,37,NRG Stadium,25148,55000,26509.736842105263,11,12,Coreia do Sul,Argentina,1,1,12100000,15250000,0,1,1,2,0,1,1,1,0
2019,37,Levi's Stadium,49200,60326,26717.315789473683,16,8,Portugal,Haiti,0,1,8600000,31600000,-1,0,0,1,0,-1,-1,0,1
2019,37,Hard Rock Stadium,7229,30000,28332.263157894737,3,10,Turquia,África do Sul,5,1,49500000,8700000,1,-1,-2,0,3,-1,-1,0,1
2019,37,Gillette Stadium,2411,22600,6815.263157894737,19,18,Egito,Equador,3,0,5600000,7150000,1,-1,-2,0,2,-1,-1,0,1
2019,37,AT&T Stadium,31988,42372,16389.78947368421,5,2,Costa do Marfim,Estados Unidos,1,0,16800000,27100000,1,-0,0,11,0,1,2,1,0
2019,38,BC Place,9498,20000,12106.368421052632,18,6,México,Brasil,1,2,6050000,17500000,-1,-1,-3,0,2,1,1,1,0
2019,38,Levi's Stadium,52552,60326,32415.42105263158,9,11,Costa do Marfim,Curaçao,2,1,8150000,11300000,1,-0,0,6,0,0,0,3,0
