ano,pais,gols_acumulados_ano_anterior,titulos_outros_acumulados_ano_anterior,ganhou_fifa
2012,Romania,272,7,0
2012,Russia,342,7,0
2012,Scotland,302,12,0
2012,Serbia,93,3,0
2012,Slovakia,76,3,0
2012,Slovenia,72,1,0
2012,Spain,340,7,1
2012,Sweden,368,7,0
2012,Switzerland,187,4,0
2012,Turkey,180,4,0
2012,Ukraine,67,2,0
2012,Wales,220,5,0
2012,Yugoslavia,188,6,0
2013,Albania,91,1,0
2013,Austria,186,0,0
2013,Belgium,225,0,0
2013,Bulgaria,235,2,0
2013,Croatia,119,0,0
2013,Czech Republic,126,0,0
2013,Czechoslovakia,186,3,0
2013,Denmark,382,7,0
2013,England,462,10,0
2013,Finland,204,3,0
2013,France,279,3,0
2013,Georgia,73,0,0
2013,Germany,401,4,0
2013,Greece,194,5,0
2013,Hungary,222,3,0
2013,Iceland,106,1,0
2013,Italy,294,5,0
2013,Latvia,73,0,0
2013,Netherlands,357,4,0
2013,North Macedonia,47,0,0
2013,Northern Ireland,213,4,0
2013,Norway,258,6,0
2013,Poland,203,1,0
2013,Portugal,257,2,0
2013,Republic of Ireland,209,2,0
2013,Romania,274,7,0
2013,Russia,350,7,0
2013,Scotland,304,12,0
2013,Serbia,99,3,0
2013,Slovakia,78,3,0
2013,Slovenia,73,1,0
2013,Spain,354,7,0
2013,Sweden,377,7,0
2013,Switzerland,194,4,0
2013,Turkey,181,4,0
2013,Ukraine,70,2,0
2013,Wales,223,5,0
2013,Yugoslavia,188,6,0
2014,Albania,95,1,0
2014,Austria,192,0,0
2014,Belgium,235,0,0
2014,Bulgaria,236,2,0
2014,Croatia,127,0,0
2014,Czech Republic,128,0,0
2014,Czechoslovakia,186,3,0
2014,Denmark,388,7,0
2014,England,464,10,0
2014,Finland,206,3,0
2014,France,288,3,0
2014,Georgia,74,0,0
2014,Germany,412,4,0
2014,Greece,200,5,0
2014,Hungary,226,3,0
2014,Iceland,117,1,0
2014,Italy,299,5,0
2014,Latvia,75,0,0
2014,Netherlands,371,4,0
2014,North Macedonia,51,0,0
2014,Northern Ireland,216,4,0
2014,Norway,260,6,0
2014,Poland,204,1,0
2014,Portugal,266,3,0
2014,Republic of Ireland,212,2,0
2014,Romania,281,7,0
2014,Russia,350,7,0
2014,Scotland,310,12,0
2014,Serbia,111,3,0
2014,Slovakia,80,3,0
2014,Slovenia,82,1,0
2014,Spain,360,7,0
2014,Sweden,390,8,0
2014,Switzerland,203,4,0
2014,Turkey,184,4,0
2014,Ukraine,76,2,0
2014,Wales,229,5,0
2014,Yugoslavia,188,6,0
2015,Albania,100,1,0
2015,Austria,194,0,0
2015,Belgium,236,0,0
2015,Bulgaria,237,2,0
2015,Croatia,129,0,0
2015,Czech Republic,134,0,0
2015,Czechoslovakia,186,3,0
2015,Denmark,392,7,0
2015,England,470,10,0
2015,Finland,207,3,0
2015,France,293,3,0
2015,Georgia,75,0,0
2015,Germany,420,5,0
2015,Greece,201,5,0
2015,Hungary,229,3,0
2015,Iceland,126,1,0
2015,Italy,304,5,0
2015,Latvia,76,0,0
2015,Netherlands,383,5,0
2015,North Macedonia,52,0,0
2015,Northern Ireland,220,4,0
2015,Norway,262,6,0
2015,Poland,212,1,0
2015,Portugal,267,3,0
2015,Republic of Ireland,215,2,0
2015,Romania,287,7,0
2015,Russia,351,7,0
2015,Scotland,315,12,0
2015,Serbia,112,3,0
2015,Slovakia,85,3,0
2015,Slovenia,84,1,0
2015,Spain,367,7,0
2015,Sweden,392,8,0
2015,Switzerland,205,4,0
2015,Turkey,186,4,0
2015,Ukraine,77,2,0
2015,Wales,229,5,0
2015,Yugoslavia,188,6,0
2016,Albania,100,1,0
2016,Austria,199,0,0
2016,Belgium,236,0,0
2016,Bulgaria,239,2,0
2016,Croatia,138,0,0
2016,Czech Republic,141,0,0
2016,Czechoslovakia,186,3,0
2016,Denmark,397,7,0
2016,England,475,10,0
2016,Finland,211,3,0
2016,France,293,3,0
2016,Georgia,77,0,0
2016,Germany,430,5,0
2016,Greece,206,5,0
2016,Hungary,237,3,0
2016,Iceland,131,1,0
2016,Italy,310,5,0
2016,Latvia,81,0,0
2016,Netherlands,388,5,0
2016,North Macedonia,53,0,0
2016,Northern Ireland,227,4,0
2016,Norway,268,6,0
2016,Poland,222,1,0
2016,Portugal,273,3,1
2016,Republic of Ireland,220,2,0
2016,Romania,288,7,0
2016,Russia,352,7,0
2016,Scotland,320,12,0
2016,Serbia,116,3,0
2016,Slovakia,87,3,0
2016,Slovenia,89,1,0
2016,Spain,372,7,0
2016,Sweden,397,8,0
2016,Switzerland,208,4,0
2016,Turkey,194,4,0
2016,Ukraine,82,2,0
2016,Wales,230,5,0
2016,Yugoslavia,188,6,0
2017,Albania,103,1,0
2017,Austria,206,0,0
2017,Belgium,245,0,0
2017,Bulgaria,240,2,0
2017,Croatia,147,0,0
2017,Czech Republic,145,0,0
2017,Czechoslovakia,186,3,0
2017,Denmark,403,8,0
2017,England,483,10,0
2017,Finland,213,3,0
2017,France,313,3,0
2017,Georgia,79,0,0
2017,Germany,445,5,0
2017,Greece,206,5,0
2017,Hungary,247,3,0
2017,Iceland,145,1,0
2017,Italy,320,5,0
2017,Latvia,82,0,0
2017,Netherlands,389,5,0
2017,North Macedonia,56,0,0
2017,Northern Ireland,229,4,0
2017,Norway,269,6,0
2017,Poland,232,1,0
2017,Portugal,286,4,0
2017,Republic of Ireland,227,2,0
2017,Romania,290,7,0
2017,Russia,354,7,0
2017,Scotland,320,12,0
2017,Serbia,122,3,0
2017,Slovakia,93,3,0
2017,Slovenia,90,1,0
2017,Spain,384,7,0
2017,Sweden,403,8,0
2017,Switzerland,216,4,0
2017,Turkey,199,4,0
2017,Ukraine,86,2,0
2017,Wales,244,5,0
2017,Yugoslavia,188,6,0
2018,Albania,104,1,0
2018,Austria,211,0,0
2018,Belgium,248,0,0
2018,Bulgaria,246,2,0
2018,Croatia,155,0,0
2018,Czech Republic,147,0,0
2018,Czechoslovakia,186,3,0
2018,Denmark,413,9,0
2018,England,488,10,0
2018,Finland,218,3,0
2018,France,319,3,0
2018,Georgia,82,0,0
2018,Germany,456,5,0
2018,Greece,209,5,0
2018,Hungary,252,3,0
2018,Iceland,151,1,0
2018,Italy,324,5,0
2018,Latvia,83,0,0
2018,Netherlands,394,5,0
2018,North Macedonia,59,0,0
2018,Northern Ireland,234,4,0
2018,Norway,271,6,0
2018,Poland,235,1,0
2018,Portugal,296,5,0
2018,Republic of Ireland,231,2,0
2018,Romania,292,7,0
2018,Russia,354,7,0
2018,Scotland,326,12,0
2018,Serbia,130,3,0
2018,Slovakia,95,3,0
2018,Slovenia,92,1,0
2018,Spain,392,7,0
2018,Sweden,408,8,0
2018,Switzerland,226,4,0
2018,Turkey,204,4,0
2018,Ukraine,90,2,0
2018,Wales,247,5,0
2018,Yugoslavia,188,6,0
2019,Albania,104,1,0
2019,Austria,214,0,0
2019,Belgium,260,0,0
2019,Bulgaria,250,2,0
2019,Croatia,168,0,0
2019,Czech Republic,151,0,0
2019,Czechoslovakia,186,3,0
2019,Denmark,418,9,0
2019,England,497,10,0
2019,Finland,221,3,0
2019,France,328,4,0
2019,Georgia,86,0,0
2019,Germany,461,5,0
2019,Greece,212,5,0
2019,Hungary,256,3,0
2019,Iceland,153,1,0
2019,Italy,326,5,0
2019,Latvia,83,0,0
2019,Netherlands,402,5,0
2019,North Macedonia,59,0,0
2019,Northern Ireland,235,4,0
2019,Norway,274,6,0
2019,Poland,239,1,0
2019,Portugal,304,5,0
2019,Republic of Ireland,232,2,0
2019,Romania,294,7,0
2019,Russia,361,7,0
2019,Scotland,332,12,0
2019,Serbia,133,3,0
2019,Slovakia,100,3,0
2019,Slovenia,95,1,0
2019,Spain,408,7,0
2019,Sweden,415,9,0
2019,Switzerland,242,4,0
2019,Turkey,208,4,0
2019,Ukraine,95,2,0
2019,Wales,253,5,0
2019,Yugoslavia,188,6,0
2020,Albania,109,1,0
2020,Austria,228,0,0
2020,Belgium,274,0,0
2020,Bulgaria,252,2,0
2020,Croatia,182,0,0
2020,Czech Republic,155,0,0
2020,Czechoslovakia,186,3,0
2020,Denmark,429,9,0
2020,England,514,10,0
2020,Finland,224,3,0
2020,France,340,4,0
2020,Georgia,87,0,0
2020,Germany,474,5,0
2020,Greece,214,5,0
2020,Hungary,260,3,0
2020,Iceland,158,1,0
2020,Italy,335,5,0
2020,Latvia,85,1,0
2020,Netherlands,414,5,0
2020,North Macedonia,69,0,0
2020,Northern Ireland,237,4,0
2020,Norway,283,6,0
2020,Poland,251,1,0
2020,Portugal,314,6,0
2020,Republic of Ireland,236,2,0
2020,Romania,299,7,0
2020,Russia,369,7,0
2020,Scotland,333,12,0
2020,Serbia,138,3,0
2020,Slovakia,106,3,0
2020,Slovenia,107,1,0
2020,Spain,422,7,0
2020,Sweden,424,9,0
2020,Switzerland,252,4,0
2020,Turkey,215,4,0
2020,Ukraine,104,2,0
2020,Wales,259,5,0
2020,Yugoslavia,188,6,0
2021,Albania,109,1,0
2021,Austria,237,0,0
2021,Belgium,290,0,0
2021,Bulgaria,255,2,0
2021,Croatia,191,0,0
2021,Czech Republic,161,0,0
2021,Czechoslovakia,186,3,0
2021,Denmark,437,9,0
2021,England,521,10,0
2021,Finland,231,3,0
2021,France,352,4,0
2021,Georgia,89,0,0
2021,Germany,484,5,0
2021,Greece,214,5,0
2021,Hungary,272,3,0
2021,Iceland,164,1,0
2021,Italy,339,5,1
2021,Latvia,85,1,0
2021,Netherlands,418,5,0
2021,North Macedonia,72,1,0
2021,Northern Ireland,242,4,0
2021,Norway,296,6,0
2021,Poland,252,1,0
2021,Portugal,326,6,0
2021,Republic of Ireland,237,2,0
2021,Romania,308,7,0
2021,Russia,378,7,0
2021,Scotland,338,12,0
2021,Serbia,150,3,0
2021,Slovakia,110,3,0
2021,Slovenia,107,1,0
2021,Spain,435,7,0
2021,Sweden,429,9,0
2021,Switzerland,261,4,0
2021,Turkey,221,4,0
2021,Ukraine,109,2,0
2021,Wales,266,5,0
2021,Yugoslavia,188,6,0
2022,Albania,112,1,0
2022,Austria,244,0,0
2022,Belgium,310,0,0
2022,Bulgaria,259,2,0
2022,Croatia,205,0,0
2022,Czech Republic,170,0,0
2022,Czechoslovakia,186,3,0
2022,Denmark,456,9,0
2022,England,547,10,0
2022,Finland,234,3,0
2022,France,370,5,0
2022,Georgia,93,0,0
2022,Germany,505,5,0
2022,Greece,220,5,0
2022,Hungary,281,3,0
2022,Iceland,167,1,0
2022,Italy,361,5,0
2022,Latvia,89,1,0
2022,Netherlands,440,6,0
2022,North Macedonia,83,1,0
2022,Northern Ireland,243,4,0
2022,Norway,300,6,0
2022,Poland,267,1,0
2022,Portugal,338,6,0
2022,Republic of Ireland,241,2,0
2022,Romania,314,7,0
2022,Russia,386,7,0
2022,Scotland,344,12,0
2022,Serbia,158,3,0
2022,Slovakia,119,3,0
2022,Slovenia,113,1,0
2022,Spain,461,7,0
2022,Sweden,440,9,0
2022,Switzerland,279,4,0
2022,Turkey,236,4,0
2022,Ukraine,120,2,0
2022,Wales,274,5,0
2022,Yugoslavia,188,6,0
2023,Albania,114,1,0
2023,Austria,251,0,0
2023,Belgium,321,0,0
2023,Bulgaria,263,2,0
2023,Croatia,213,0,0
2023,Czech Republic,175,0,0
2023,Czechoslovakia,186,3,0
2023,Denmark,466,9,0
2023,England,555,10,0
2023,Finland,235,3,0
2023,France,382,5,0
2023,Georgia,103,0,0
2023,Germany,517,5,0
2023,Greece,224,6,0
2023,Hungary,289,3,0
2023,Iceland,170,1,0
2023,Italy,369,5,0
2023,Latvia,90,1,0
2023,Netherlands,454,6,0
2023,North Macedonia,85,1,0
2023,Northern Ireland,244,4,0
2023,Norway,307,6,0
2023,Poland,276,1,0
2023,Portugal,360,6,0
2023,Republic of Ireland,246,2,0
2023,Romania,316,7,0
2023,Russia,386,7,0
2023,Scotland,350,12,0
2023,Serbia,173,3,0
2023,Slovakia,119,3,0
2023,Slovenia,119,1,0
2023,Spain,470,7,0
2023,Sweden,448,9,0
2023,Switzerland,289,4,0
2023,Turkey,237,4,0
2023,Ukraine,125,2,0
2023,Wales,283,6,0
2023,Yugoslavia,188,6,0
2024,Albania,120,1,0
2024,Austria,259,0,0
2024,Belgium,329,0,0
2024,Bulgaria,268,2,0
2024,Croatia,228,0,0
2024,Czech Republic,180,0,0
2024,Czechoslovakia,186,3,0
2024,Denmark,474,9,0
2024,England,571,10,0
2024,Finland,243,3,0
2024,France,394,5,0
2024,Georgia,109,0,0
2024,Germany,517,5,0
2024,Greece,230,6,0
2024,Hungary,298,3,0
2024,Iceland,173,1,0
2024,Italy,383,5,0
2024,Latvia,92,1,0
2024,Netherlands,466,6,0
2024,North Macedonia,91,1,0
2024,Northern Ireland,248,4,0
2024,Norway,314,6,0
2024,Poland,279,1,0
2024,Portugal,367,6,0
2024,Republic of Ireland,248,2,0
2024,Romania,319,8,0
2024,Russia,386,7,0
2024,Scotland,361,12,0
2024,Serbia,178,3,0
2024,Slovakia,127,3,0
2024,Slovenia,129,1,0
2024,Spain,488,7,1
2024,Sweden,450,9,0
2024,Switzerland,291,4,0
2024,Turkey,248,4,0
2024,Ukraine,132,2,0
2024,Wales,290,6,0
2024,Yugoslavia,188,6,0
