nome_fifa_limpo,nome_ocidental_limpo,posicao,data_nascimento,clube,role...6,role...7,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating,name_limpo
epolo matthieu,matthieu luka epolo,GK,2005-01-15,Standard Liège (BEL),Keeper,Keeper,0,3,0,90,0,5,2,13,12,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,8,17,37,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,NA,NA,NA,5.7,tom heaton
toure mohamed,mohamed a toure,FW,2004-03-26,Norwich City FC (ENG),Attacker,Attacker,NA,NA,NA,8,NA,NA,NA,NA,2,0,0,0,100%,2,0,100%,0,2,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,NA,NA,NA,joshua sargent
dzeko edin,edin dzeko,FW,1986-03-17,FC Schalke 04 (GER),Attacker,Attacker,NA,NA,NA,6,NA,NA,NA,NA,3,0,2,0,100%,0,0,0%,0,0,0,1,0,2,1,3,7,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,alassane plea
zalazar rodrigo,radrigo zalazar martinez,MF,1999-08-12,SC Braga (POR),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,20,0,1,0,80%,2,1,50%,0,1,0,1,7,5,3,25,47,0,1,0,2,3,2,4,6,0,1,3,3,1,0,0,NA,NA,NA,7.3,gylfi sigurdsson
kane harry,harry edward kane,FW,1993-07-28,FC Bayern München (GER),Attacker,Attacker,NA,NA,NA,89,NA,NA,NA,NA,9,0,1,1,69%,5,0,80%,1,4,0,0,1,0,0,13,26,5,4,0,0,0,0,6,4,1,0,1,0,0,0,0,1,NA,NA,7.9,chris wood
nawaf bu washl,nawaf meshari m bu washl,DF,1999-09-16,Al Nassr FC (KSA),Defender,Defender,NA,NA,NA,45,NA,NA,NA,NA,8,0,0,0,73%,1,1,0%,0,0,0,0,1,0,2,11,22,2,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,NA,NA,4.9,juan sastre
hadziahmetovic amir,amir hadziahmetovic,MF,1997-03-08,Hull City FC (ENG),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,21,0,1,1,66%,1,0,100%,0,1,0,3,1,2,4,32,44,2,1,0,1,0,0,5,5,2,0,13,1,1,3,0,NA,NA,NA,7.5,oscar plano
mokoena teboho,teboho mokoena,MF,1997-01-24,Mamelodi Sundowns FC (RSA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,65,1,1,0,93%,0,0,0%,0,0,0,9,1,4,10,70,77,0,0,0,0,1,1,2,4,1,0,6,2,2,1,0,NA,1,NA,8.4,fabinho
mora gilberto,gilberto rafael mora zambrano,MF,2008-10-14,Club Tijuana (MEX),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,49,0,0,0,84%,3,1,67%,0,2,0,0,4,4,1,58,76,3,1,0,2,0,0,7,3,2,0,5,1,1,1,0,NA,NA,NA,6.5,david silva
kone ismael,ismael kenneth jordan kone,MF,2002-06-16,US Sassuolo (ITA),Midfielder,Midfielder,NA,NA,NA,45,NA,NA,NA,NA,11,0,0,0,73%,0,0,0%,0,0,0,1,1,1,1,15,25,0,0,0,0,3,3,2,4,1,0,1,0,0,1,1,0,NA,NA,6.3,jacob bruun larsen
uzun can,can yilmaz uzun,FW,2005-11-11,Eintracht Frankfurt (GER),Attacker,Attacker,NA,NA,NA,45,NA,NA,NA,NA,14,0,1,1,74%,2,0,100%,0,2,0,0,0,1,0,19,35,2,0,0,2,2,2,5,3,1,0,2,1,0,0,1,0,1,NA,6.8,ari
jehad thikri,jehad abdullatif a thikri,DF,2001-07-21,Al Qadsiah FC (KSA),Defender,Defender,NA,NA,NA,18,NA,NA,NA,NA,4,0,0,0,80%,1,0,0%,1,0,0,0,0,0,0,5,10,1,2,1,0,0,0,1,3,1,0,0,0,0,1,1,0,1,NA,6.1,kiko
sucic luka,luka sucic,MF,2002-09-08,Real Sociedad (ESP),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,16,0,1,0,70%,1,0,0%,1,0,0,0,6,1,1,23,44,2,2,2,0,2,1,4,8,1,0,2,3,1,2,0,NA,NA,NA,6.8,jasmin kurtic
schjelderup andreas,andreas radergard schjelderup,MF,2004-06-01,SL Ben ca (POR),Midfielder,Midfielder,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,NA,NA,NA,jorginho
adingra simon,simon adingra,FW,2002-01-01,AS Monaco (FRA),Attacker,Attacker,NA,NA,NA,10,NA,NA,NA,NA,2,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,2,8,1,0,0,0,3,1,4,1,1,0,1,0,0,0,1,0,NA,NA,5.5,ander barrenetxea
gavi,pablo paez gavira,MF,2004-08-05,FC Barcelona (ESP),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,54,0,1,1,86%,2,1,50%,0,1,0,2,0,2,3,63,77,1,0,1,1,1,0,4,4,0,0,6,2,1,2,0,NA,NA,NA,8.1,koke
old ben,benjamin craig old,MF,2002-08-13,AS Saint-Etienne (FRA),Midfielder,Midfielder,NA,NA,NA,13,NA,NA,NA,NA,9,0,0,0,90%,0,0,0%,0,0,0,1,1,0,1,10,15,0,1,0,0,0,0,2,1,1,1,2,0,0,0,1,0,NA,NA,6.1,ruslan kambolov
pino yeremy,yeremy jesus pino santos,FW,2002-10-20,Crystal Palace FC (ENG),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,23,0,1,1,62%,4,1,50%,1,2,0,0,0,0,0,37,57,5,8,0,1,3,2,9,13,1,0,2,3,2,1,0,NA,NA,NA,8.2,sebastien haller
kubo takefusa,takefusa kubo,MF,2001-06-04,Real Sociedad (ESP),Midfielder,Midfielder,NA,NA,NA,15,NA,NA,NA,NA,16,0,0,0,94%,0,0,0%,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,NA,NA,6.4,rodri
isak alexander,alexander isak,FW,1999-09-21,Liverpool FC (ENG),Attacker,Attacker,NA,NA,NA,62,NA,NA,NA,NA,11,0,0,0,61%,1,0,100%,0,1,0,0,0,0,1,18,26,3,3,1,1,0,0,6,5,2,0,2,2,0,0,0,1,NA,NA,6.4,olivier giroud
rochet sergio,sergio ramon rochet alvarez,GK,1993-03-23,SC Internacional (BRA),Keeper,Keeper,0,2,0,90,0,8,5,3,5,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,32,32,43,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,NA,NA,NA,8,ben foster
minda alan,alan steve minda garcia,MF,2003-05-14,Atlético Mineiro (BRA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,85%,5,1,60%,1,3,0,1,0,0,3,20,42,1,0,0,4,2,1,7,4,1,1,4,1,1,2,0,NA,NA,NA,6.7,demarai gray
memic amar,amar memic,MF,2001-01-20,FC Viktoria Plzeň (CZE),Midfielder,Midfielder,NA,NA,NA,9,NA,NA,NA,NA,5,0,0,0,83%,1,0,0%,1,0,0,0,0,0,0,6,9,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,NA,NA,NA,aleksandr yerokhin
cipenga brian,kibambe brian cipenga,FW,1998-03-11,CD Castellón (ESP),Attacker,Attacker,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,100%,1,0,100%,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,raffael
vinas federico,federico sebastian vinas barboza,FW,1998-06-30,Real Oviedo (ESP),Attacker,Attacker,NA,NA,NA,69,NA,NA,NA,NA,10,0,2,2,59%,4,0,75%,1,3,0,0,0,1,0,17,36,5,4,1,3,0,0,8,7,2,0,1,2,1,1,0,1,NA,NA,8.8,marko raguz
buchanan tajon,tajon trevor buchanan,FW,1999-02-08,Villarreal CF (ESP),Attacker,Attacker,NA,NA,NA,45,NA,NA,NA,NA,9,0,0,0,82%,2,1,0%,1,0,0,0,0,1,0,11,17,0,1,0,0,3,2,1,3,0,0,1,0,0,0,0,1,NA,NA,6.5,chang-hoon kwon
ulmasaliyev avazbek,avazbek ulmasaliyev,DF,2000-03-27,OKMK FK (UZB),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,50,0,0,0,93%,0,0,0%,0,0,0,1,0,0,2,54,70,2,4,10,0,1,1,2,8,0,0,6,3,2,0,0,NA,NA,NA,7.2,nico elvedi
lee jaesung,jae sung lee,MF,1992-08-10,1. FSV Mainz 05 (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,68,0,0,0,87%,1,1,0%,0,0,0,2,0,0,6,78,94,3,4,6,0,0,0,3,10,0,1,6,4,4,2,0,NA,NA,NA,7.7,fernandinho
kuchta jan,jan kuchta,FW,1997-01-08,AC Sparta Praha (CZE),Attacker,Attacker,NA,NA,NA,72,NA,NA,NA,NA,13,0,0,0,87%,1,0,0%,1,0,0,1,0,1,1,15,29,6,3,0,2,1,0,15,9,4,0,2,3,1,3,0,1,NA,NA,5.9,sergi enrich
zeneli besfort,besfort zeneli,MF,2002-11-21,Royale Union Saint-Gilloise (BEL),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,52,1,0,0,87%,1,1,0%,0,0,0,4,8,5,5,60,80,2,0,1,1,1,0,7,5,2,0,3,1,1,4,0,NA,1,NA,7.7,daniel parejo
kone manu,kouadio emmanuel boris kone,MF,2001-05-17,AS Roma (ITA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,72,0,0,0,87%,2,0,0%,2,0,0,7,1,0,10,83,105,0,1,1,1,2,0,7,5,1,2,6,4,2,0,0,NA,NA,NA,7,charles aranguiz
kolasinac sead,sead kolasinac,DF,1993-06-20,Atalanta Bergamo (ITA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,39,0,0,0,87%,2,2,0%,0,0,0,5,1,0,7,45,68,0,0,0,0,2,1,3,5,0,1,4,1,1,3,0,NA,NA,NA,4.4,birger meling
watkins ollie,oliver george arthur watkins,FW,1995-12-30,Aston Villa FC (ENG),Attacker,Attacker,NA,NA,NA,65,NA,NA,NA,NA,7,0,0,0,54%,3,0,0%,3,0,0,1,0,0,2,13,23,3,3,0,0,0,0,4,4,2,0,2,0,0,1,0,1,NA,NA,6.2,leo
kone mohamed,mohamed kone,GK,2002-03-07,Sporting Charleroi (BEL),Keeper,Keeper,0,3,0,90,0,5,5,11,11,NA,NA,NA,,0,0,0%,0,0,0,2,0,0,14,23,40,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,NA,NA,NA,6.7,paulo gazzaniga
mbatha thalente,thalente wandile mbatha,MF,2000-03-06,Orlando Pirates FC (RSA),Midfielder,Midfielder,NA,NA,NA,73,NA,NA,NA,NA,21,0,1,1,84%,2,1,50%,0,1,0,0,8,1,1,25,51,3,0,0,2,5,1,13,6,2,1,3,3,2,2,0,1,1,NA,7.4,fabian orellana
kevin pina,kevin lenini goncalves pereira de pina,MF,1997-01-27,FC Krasnodar (RUS),Midfielder,Midfielder,NA,NA,NA,89,NA,NA,NA,NA,23,0,0,0,88%,0,0,0%,0,0,0,1,3,0,1,26,46,0,1,1,2,3,1,8,3,1,1,6,0,0,1,0,1,NA,NA,5.6,cauly oliveira souza
rui silva,rui tiago dantas da silva,GK,1994-02-07,Sporting CP (POR),Keeper,Keeper,0,1,3,90,0,5,2,6,11,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,27,29,42,0,0,0,0,0,0,0,1,0,0,14,1,1,0,0,NA,NA,NA,5.9,nick pope
simon dominique,dominique celidor simon,MF,2000-07-29,FC Tatran Prešov (SVK),Midfielder,Midfielder,NA,NA,NA,73,NA,NA,NA,NA,24,0,0,0,83%,0,0,0%,0,0,0,1,0,0,1,29,33,0,3,1,0,0,0,1,4,0,1,4,1,1,0,0,1,NA,NA,6.3,rani khedira
chalobah trevoh,trevoh tom chalobah,DF,1999-07-05,Chelsea FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,74,0,0,0,86%,0,0,0%,0,0,0,3,0,0,7,86,94,1,4,1,0,2,2,2,8,1,1,10,2,2,0,0,NA,NA,NA,7.6,federico fazio
meunier thomas,thomas andre a meunier,DF,1991-09-12,Lille OSC (FRA),Defender,Defender,NA,NA,NA,10,NA,NA,NA,NA,3,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,3,5,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,NA,NA,6.1,jose martinez
diomande yan,yan diomande,FW,2006-11-14,RB Leipzig (GER),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,71%,1,0,100%,0,1,0,0,1,1,0,24,36,1,1,0,0,1,1,3,5,2,0,4,2,0,1,0,NA,NA,NA,6.5,junior lago
ibrahim bayesh,ibrahim bayesh kamil al-kaabawi,MF,2000-05-01,Al Dhafra SCC (UAE),Midfielder,Midfielder,NA,NA,NA,85,NA,NA,NA,NA,17,0,0,0,55%,0,0,0%,0,0,0,2,0,0,4,31,35,2,2,0,1,0,0,3,3,1,1,4,0,0,2,0,1,1,NA,6.8,gonzalo escalante
guiagon parfait,parfait guiagon,MF,2001-02-22,Sporting Charleroi (BEL),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,65,0,0,0,84%,2,1,0%,1,0,0,1,0,3,2,77,98,3,6,0,3,5,3,9,11,0,0,11,2,0,0,0,NA,NA,NA,7.5,saul niguez
tounekti sebastian,sebastian tounekti,MF,2002-07-13,Celtic FC (SCO),Midfielder,Midfielder,NA,NA,NA,16,NA,NA,NA,NA,15,0,0,0,94%,0,0,0%,0,0,0,4,0,0,5,16,19,0,0,0,0,0,0,0,1,0,2,4,1,0,0,1,0,NA,NA,6.2,francis coquelin
caceres juan jose,juan jose caceres,DF,2000-06-01,FC Dynamo Moscow (RUS),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,38,0,0,0,76%,1,0,0%,1,0,0,1,3,0,6,50,83,2,0,3,0,3,1,4,3,0,3,7,2,2,0,0,NA,NA,NA,6.5,mariano
bell joe,joe zen robert bell,MF,1999-04-27,Viking Stavanger (NOR),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,55,0,0,0,81%,0,0,0%,0,0,0,9,5,1,11,68,101,0,3,1,1,2,1,6,12,1,2,9,3,3,5,0,NA,NA,NA,7.7,daniel parejo
ziyad aljohani,ziyad mubarak e aljohani,MF,2001-11-11,Al Ahli FC (KSA),Midfielder,Midfielder,NA,NA,NA,81,NA,NA,NA,NA,23,0,0,0,92%,3,1,67%,0,2,0,0,6,3,0,25,46,1,0,1,2,1,0,5,1,1,0,1,0,0,1,0,1,NA,NA,6.4,christopher nkunku
tuanzebe axel,axel tuanzebe,DF,1997-11-14,Burnley FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,34,0,0,0,83%,0,0,0%,0,0,0,3,0,0,5,41,47,7,1,3,0,0,0,8,2,1,0,2,1,1,0,0,NA,NA,NA,6.2,nathaniel phillips
hauge jens petter,jens petter hauge,MF,1999-10-12,FK Bodø/Glimt (NOR),Midfielder,Midfielder,NA,NA,NA,74,NA,NA,NA,NA,31,0,0,0,86%,1,1,0%,0,0,0,4,4,1,5,36,44,2,0,0,0,0,0,2,1,0,0,5,0,0,1,0,1,1,NA,6,unai vencedor
ezatolahi saeid,saeid ezatolahi afagh,MF,1996-10-01,Shabab Al Ahli Club (UAE),Midfielder,Midfielder,NA,NA,NA,75,NA,NA,NA,NA,16,0,0,0,67%,6,2,33%,2,2,0,1,1,1,1,24,48,0,0,0,2,6,2,7,4,1,1,6,2,2,0,0,1,NA,NA,6.6,romano schmid
barcenas edgar yoel,edgar yoel barcenas herrera,MF,1993-10-23,Mazatlán FC (MEX),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,28,0,0,0,76%,3,0,67%,1,2,0,2,6,2,4,37,61,0,2,0,1,4,2,4,10,0,0,7,3,2,3,0,NA,NA,NA,7.2,roberto torres
affengruber david,david leopold affengruber,DF,2001-03-19,Elche CF (ESP),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,11,0,1,0,50%,0,0,0%,0,0,0,2,1,1,7,22,53,2,4,5,0,3,2,4,7,0,2,10,1,1,1,0,NA,NA,NA,7.6,facundo roncaglia
escobar fidel,fidel escobar mendieta,DF,1995-01-09,Deportivo Saprissa (CRC),Defender,Defender,NA,NA,NA,65,NA,NA,NA,NA,34,0,0,0,85%,0,0,0%,0,0,0,4,0,0,6,40,44,1,2,3,0,0,0,2,2,1,1,3,0,0,0,0,1,1,NA,6.1,marek suchy
son heungmin,heung min son,FW,1992-07-08,LAFC (USA),Attacker,Attacker,NA,NA,NA,81,NA,NA,NA,NA,31,0,0,0,84%,0,0,0%,0,0,0,2,1,1,2,37,55,6,0,1,0,1,1,6,6,1,0,5,1,1,4,0,1,NA,NA,6.5,santi mina
kim minjae,minjae kim,DF,1996-11-15,FC Bayern München (GER),Defender,Defender,NA,NA,NA,83,NA,NA,NA,NA,34,0,0,0,85%,0,0,0%,0,0,0,0,2,2,2,40,58,0,2,7,0,2,2,3,4,3,2,2,0,0,0,0,1,1,NA,7.1,almamy toure
vinicius junior,vinicius jose paixao de oliveira junior,FW,2000-07-12,Real Madrid C. F. (ESP),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,34,0,2,0,87%,3,1,33%,1,1,0,0,11,5,0,39,73,2,1,0,1,4,3,8,11,2,0,8,2,2,5,0,NA,NA,NA,8,nicola sansone
rodriguez ricardo,ricardo ivan rodriguez araya,DF,1992-08-25,Real Betis (ESP),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,27,0,0,0,69%,1,0,0%,1,0,0,1,1,0,5,39,63,0,1,0,0,1,1,1,6,1,4,8,2,1,2,0,NA,1,NA,6.8,martin montoya
alipour ali,ali alipourghara,FW,1995-11-11,Persepolis FC (IRN),Attacker,Attacker,NA,NA,NA,58,NA,NA,NA,NA,6,0,0,0,46%,1,1,0%,0,0,0,0,3,0,0,13,21,1,3,0,0,0,0,2,3,0,0,3,0,0,0,0,1,NA,NA,5.9,suleiman abdullahi
mohanad ali,mohanad ali kadhim al-shammari,FW,2000-06-20,Dibba FC (UAE),Attacker,Attacker,NA,NA,NA,14,NA,NA,NA,NA,6,0,0,0,75%,1,0,0%,1,0,0,0,0,1,0,8,13,0,0,0,1,1,1,1,2,1,0,2,0,0,1,1,0,NA,NA,6.4,samuel chukwueze
helio varela,helio sandro oliveira alves varela,MF,2002-05-03,Maccabi Tel-Aviv FC (ISR),Midfielder,Midfielder,NA,NA,NA,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,1,2,0,0,0,1,1,0,1,0,NA,NA,NA,oliver burke
trusty auston,auston levi-jesaiah trusty,DF,1998-08-12,Celtic FC (SCO),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,69%,1,1,0%,0,0,0,3,5,0,8,48,76,4,3,3,0,0,0,4,6,0,3,6,0,0,3,0,NA,NA,NA,6.3,ken reichel
agbadou emmanuel,badobre emmanuel elysee djedje agbadou,DF,1997-06-17,Beşiktaş JK (TUR),Defender,Defender,NA,NA,NA,83,NA,NA,NA,NA,31,0,0,0,79%,2,0,0%,2,0,0,0,3,1,0,39,69,0,1,1,1,3,2,3,3,0,0,2,0,0,0,0,1,NA,NA,6.8,yuri berchiche
makgopa evidence,sekotori evidence makgopa,FW,2000-06-05,Orlando Pirates FC (RSA),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,46,0,0,0,88%,2,0,0%,2,0,0,0,2,0,2,52,82,0,3,2,0,2,2,2,10,1,1,7,4,3,1,0,NA,NA,NA,8,robert skov
wirtz florian,florian richard wirtz,MF,2003-05-03,Liverpool FC (ENG),Midfielder,Midfielder,NA,NA,NA,24,NA,NA,NA,NA,19,0,0,0,86%,0,0,0%,0,0,0,1,0,1,1,22,25,2,5,0,0,0,0,2,6,0,0,4,0,0,2,1,0,NA,NA,6.5,alfredo morales
darida vladimir,vladimir darida,MF,1990-08-08,FC Hradec Králové (CZE),Midfielder,Midfielder,NA,NA,NA,6,NA,NA,NA,NA,7,0,0,0,78%,0,0,0%,0,0,0,0,3,0,0,9,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,NA,NA,NA,gylfi sigurdsson
ahmed basil,ahmed basil fadhil al-fadhli,GK,1996-08-19,Al Shorta SC (IRQ),Keeper,Keeper,0,3,0,90,0,5,5,11,11,NA,NA,NA,,0,0,0%,0,0,0,2,0,0,14,23,40,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,NA,NA,NA,6.7,paulo gazzaniga
starfelt carl,carl anders theodor starfelt,DF,1995-06-01,RC Celta Vigo (ESP),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,53,0,0,0,95%,0,0,0%,0,0,0,4,0,0,4,56,69,0,4,7,0,0,0,1,5,1,0,3,1,1,0,0,NA,NA,NA,6.5,mykola matviyenko
tagliafico nicolas,nicolas alejandro tagliafico,DF,1992-08-31,Olympique Lyonnais (FRA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,66,0,0,0,93%,2,0,50%,1,1,0,6,0,0,7,71,79,1,5,2,0,1,1,2,8,1,0,5,1,1,1,0,NA,1,NA,7,diego llorente
bayliss lachlan,lachlan ryan bayliss,MF,2002-07-24,Newcastle United Jets FC (AUS),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,24,0,0,0,69%,3,0,67%,1,2,0,2,2,0,2,35,50,0,2,0,1,1,1,1,6,0,0,3,2,2,1,0,NA,NA,NA,6.7,marco mancosu
zerrouki ramiz,ramiz larbi zerrouki,MF,1998-05-26,FC Twente (NED),Midfielder,Midfielder,NA,NA,NA,26,NA,NA,NA,NA,19,0,1,0,79%,3,1,33%,1,1,0,2,8,3,4,24,38,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,NA,NA,6.9,christian eriksen
abdulaziz hatem,abdelaziz hatim a mohamed,MF,1990-01-01,Al Rayyan SC (QAT),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,48,0,0,0,76%,0,0,0%,0,0,0,2,1,1,4,63,79,1,3,1,0,1,0,4,9,1,0,7,3,2,4,0,NA,NA,NA,6.9,pere pons
sane leroy,leroy aziz sane,MF,1996-01-11,Galatasaray SK (TUR),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,42,0,0,0,78%,0,0,0%,0,0,0,4,2,0,8,54,74,2,5,1,0,3,2,8,11,3,2,7,1,0,3,0,NA,NA,NA,6.8,panagiotis tachtsidis
shukurov otabek,otabek shukurov,MF,1996-06-22,Baniyas Club (UAE),Midfielder,Midfielder,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,0,100%,0,0,0%,0,0,0,0,1,0,0,2,7,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,NA,NA,jose arnaiz
llorente marcos,marcos llorente moreno,DF,1995-01-30,Atlético De Madrid (ESP),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,58,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,58,64,2,1,1,0,0,0,2,4,0,0,7,2,1,1,0,NA,NA,NA,7.2,stefan de vrij
rieder fabian,fabian rieder,MF,2002-02-16,FC Augsburg (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,11,0,0,0,50%,0,0,0%,0,0,0,1,1,1,1,22,47,5,2,2,3,6,3,13,9,0,0,5,3,2,1,0,NA,NA,NA,6.9,christian pulisic
rahimi sou ane,sou ane rahimi,FW,1996-06-02,Al Ain FC (UAE),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,24,0,2,2,89%,8,1,63%,1,5,0,0,0,1,0,27,45,2,1,0,2,3,2,6,4,0,0,5,1,1,0,0,NA,NA,NA,8.9,emil forsberg
quintero alberto,alberto abdiel quintero medina,MF,1987-12-18,CD Plaza Amador (PAN),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,46,0,0,0,88%,1,1,0%,0,0,0,1,5,0,2,52,70,1,1,0,0,4,1,8,4,1,0,4,1,1,1,0,NA,NA,NA,6,davy propper
amoura mohamed,mohammed elamine amoura,FW,2000-05-09,VfL Wolfsburg (GER),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,19,0,1,1,86%,4,1,25%,2,1,0,0,0,0,0,22,34,3,3,0,1,0,0,5,3,1,0,1,0,0,1,0,NA,NA,NA,7.9,robert lewandowski
mohammed muntari,mohammed muntari,FW,1993-12-20,Al Gharafa SC (QAT),Attacker,Attacker,NA,NA,NA,77,NA,NA,NA,NA,10,0,0,0,77%,1,0,100%,0,1,0,0,0,0,0,13,26,6,3,1,1,4,2,10,6,2,0,2,1,0,0,0,1,NA,NA,6.1,danny welbeck
ueda ayase,ayase ueda,FW,1998-08-28,Feyenoord Rotterdam (NED),Attacker,Attacker,NA,NA,NA,6,NA,NA,NA,NA,4,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,NA,NA,NA,demarai gray
onana amadou,amadou ba z mvom onana,MF,2001-08-16,Aston Villa FC (ENG),Midfielder,Midfielder,NA,NA,NA,18,NA,NA,NA,NA,9,0,0,0,75%,0,0,0%,0,0,0,0,0,1,0,12,16,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,NA,NA,6.5,charles
soyuncu caglar,caglar soyuncu,DF,1996-05-23,Fenerbahçe SK (TUR),Defender,Defender,NA,NA,NA,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,NA,NA,NA,panagiotis retsos
lopez jose manuel,jose manuel alberto lopez,FW,2000-12-06,SE Palmeiras (BRA),Attacker,Attacker,NA,NA,NA,30,NA,NA,NA,NA,21,0,0,0,78%,1,0,0%,1,0,0,0,1,2,0,27,37,0,0,0,2,2,1,4,2,1,0,0,0,0,1,1,0,NA,NA,5.9,adnan januzaj
roger ibanez,roger ibanez da silva,DF,1998-11-23,Al Ahli FC (KSA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,18,0,0,0,58%,2,1,0%,1,0,0,2,3,2,8,31,70,2,3,4,2,0,0,7,5,1,1,2,1,0,1,0,NA,1,NA,6.6,victor diaz
schick patrik,patrik schick,FW,1996-01-24,Bayer 04 Leverkusen (GER),Attacker,Attacker,NA,NA,NA,74,NA,NA,NA,NA,10,0,1,0,67%,1,0,0%,1,0,0,0,0,1,0,15,25,5,4,0,2,2,0,13,7,2,0,4,1,0,2,0,1,NA,NA,5.6,glenn murray
kakuta gael,mambenga gael romeo kakuta,FW,1991-06-21,AEL FC (GRE),Attacker,Attacker,NA,NA,NA,68,NA,NA,NA,NA,13,0,1,1,81%,1,0,100%,0,1,0,1,2,1,1,16,32,1,1,1,1,4,2,4,4,0,1,6,1,1,0,0,1,NA,NA,7.8,joshua king
